2024-02-25 12:45:48,453: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-25 12:45:49,594: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-25 12:45:49,595: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 12:45:49,596: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-25 12:45:49,596: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 12:45:49,598: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:49[0m
2024-02-25 12:45:49,599: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:49,607: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:51,484: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-25 12:45:51[0m
2024-02-25 12:45:51,485: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 12:45:51,487: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-25 12:45:51,487: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-25 12:45:51,489: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:51[0m
2024-02-25 12:45:51,489: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:51,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:52,602: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-25 12:45:52[0m
2024-02-25 12:45:52,603: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 12:45:52,605: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-25 12:45:52,605: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-25 12:45:52,606: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-25 12:45:52,608: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-25 12:45:52,610: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-25 12:45:52,610: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-25 12:45:52,612: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-25 12:45:52,613: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 12:45:52,615: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-25 12:45:52,615: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 12:45:52,617: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:52[0m
2024-02-25 12:45:52,617: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:52,619: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:53,950: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-25 12:45:53[0m
2024-02-25 12:45:53,951: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 12:45:53,953: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-02-25 12:45:53,954: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-25 12:45:53,955: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:53[0m
2024-02-25 12:45:53,955: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:53,956: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:55,276: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-25 12:45:55[0m
2024-02-25 12:45:55,277: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 12:45:55,278: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-02-25 12:45:55,279: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-02-25 12:45:55,280: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:55[0m
2024-02-25 12:45:55,280: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:55,281: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 12:45:56,388: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-25 12:45:56[0m
2024-02-25 12:45:56,389: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 12:45:56,391: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-02-25 12:45:56,392: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-02-25 12:45:56,393: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-25 12:45:56[0m
